datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,times,jitter_times,Weekday
2012-04-07 13:00:00,夏,0,0,出太陽,20.5,24.24,22,12.998,355,288,643,13,2018-01-17T13:00:00Z,2018-01-17T13:30:00Z,Sat
2012-04-07 14:00:00,夏,0,0,出太陽,20.5,24.24,22,19.9995,326,252,578,14,2018-01-17T14:00:00Z,2018-01-17T14:52:00Z,Sat
2012-04-07 15:00:00,夏,0,0,出太陽,21.32,25,19,27.9993,321,305,626,15,2018-01-17T15:00:00Z,2018-01-17T15:03:00Z,Sat
2012-04-07 16:00:00,夏,0,0,出太陽,22.14,25.76,19,26.0027,354,261,615,16,2018-01-16T16:00:00Z,2018-01-16T16:12:00Z,Sat
2012-04-07 17:00:00,夏,0,0,出太陽,22.14,25.76,19,27.9993,299,268,567,17,2018-01-16T17:00:00Z,2018-01-16T17:03:00Z,Sat
2012-04-07 18:00:00,夏,0,0,出太陽,22.14,25.76,18,19.9995,227,290,517,18,2018-01-16T18:00:00Z,2018-01-16T18:26:00Z,Sat
2012-04-07 19:00:00,夏,0,0,出太陽,22.14,25.76,16,22.0028,170,243,413,19,2018-01-16T19:00:00Z,2018-01-16T19:07:00Z,Sat
2012-04-07 20:00:00,夏,0,0,出太陽,20.5,24.24,20,15.0013,73,135,208,20,2018-01-16T20:00:00Z,2018-01-16T20:57:00Z,Sat
2012-04-07 21:00:00,夏,0,0,出太陽,20.5,24.24,20,12.998,75,159,234,21,2018-01-16T21:00:00Z,2018-01-16T21:07:00Z,Sat
2012-04-07 22:00:00,夏,0,0,出太陽,19.68,23.485,20,12.998,76,106,182,22,2018-01-16T22:00:00Z,2018-01-16T22:02:00Z,Sat
2012-04-07 23:00:00,夏,0,0,出太陽,18.86,22.725,23,15.0013,32,86,118,23,2018-01-16T23:00:00Z,2018-01-16T23:29:00Z,Sat
2012-04-08 00:00:00,夏,0,0,出太陽,18.04,21.97,24,15.0013,21,64,85,0,2018-01-17T00:00:00Z,2018-01-17T00:12:00Z,Sun
2012-04-08 01:00:00,夏,0,0,出太陽,18.04,21.97,24,15.0013,14,50,64,1,2018-01-17T01:00:00Z,2018-01-17T01:25:00Z,Sun
2012-04-08 02:00:00,夏,0,0,出太陽,18.04,21.97,24,15.0013,7,25,32,2,2018-01-17T02:00:00Z,2018-01-17T02:07:00Z,Sun
2012-04-08 03:00:00,夏,0,0,出太陽,17.22,21.21,26,8.9981,8,18,26,3,2018-01-17T03:00:00Z,2018-01-17T03:17:00Z,Sun
2012-04-08 04:00:00,夏,0,0,出太陽,16.4,20.455,40,0,0,7,7,4,2018-01-17T04:00:00Z,2018-01-17T04:43:00Z,Sun
2012-04-08 05:00:00,夏,0,0,出太陽,15.58,19.695,46,0,4,8,12,5,2018-01-17T05:00:00Z,2018-01-17T05:17:00Z,Sun
2012-04-08 06:00:00,夏,0,0,出太陽,14.76,18.94,37,0,7,21,28,6,2018-01-17T06:00:00Z,2018-01-17T06:11:00Z,Sun
2012-04-08 07:00:00,夏,0,0,出太陽,15.58,19.695,27,11.0014,12,25,37,7,2018-01-17T07:00:00Z,2018-01-17T07:05:00Z,Sun
2012-04-08 08:00:00,夏,0,0,出太陽,16.4,20.455,30,12.998,19,65,84,8,2018-01-17T08:00:00Z,2018-01-17T08:40:00Z,Sun
2012-04-08 09:00:00,夏,0,0,出太陽,18.04,21.97,26,15.0013,71,108,179,9,2018-01-17T09:00:00Z,2018-01-17T09:15:00Z,Sun
2012-04-08 10:00:00,夏,0,0,出太陽,20.5,24.24,25,15.0013,113,186,299,10,2018-01-17T10:00:00Z,2018-01-17T10:15:00Z,Sun
2012-04-08 11:00:00,夏,0,0,出太陽,20.5,24.24,25,19.0012,195,209,404,11,2018-01-17T11:00:00Z,2018-01-17T11:09:00Z,Sun
2012-04-08 12:00:00,夏,0,0,出太陽,22.14,25.76,24,16.9979,198,259,457,12,2018-01-17T12:00:00Z,2018-01-17T12:26:00Z,Sun
2012-04-08 13:00:00,夏,0,0,出太陽,23.78,27.275,23,11.0014,229,254,483,13,2018-01-17T13:00:00Z,2018-01-17T13:39:00Z,Sun
2012-04-08 14:00:00,夏,0,0,出太陽,24.6,29.545,18,30.0026,254,249,503,14,2018-01-17T14:00:00Z,2018-01-17T14:47:00Z,Sun
2012-04-08 15:00:00,夏,0,0,出太陽,25.42,30.305,17,23.9994,260,226,486,15,2018-01-17T15:00:00Z,2018-01-17T15:55:00Z,Sun
2012-04-08 16:00:00,夏,0,0,出太陽,26.24,30.305,19,22.0028,232,244,476,16,2018-01-16T16:00:00Z,2018-01-16T16:33:00Z,Sun
2012-04-08 17:00:00,夏,0,0,出太陽,25.42,30.305,22,19.9995,185,226,411,17,2018-01-16T17:00:00Z,2018-01-16T17:39:00Z,Sun
2012-04-08 18:00:00,夏,0,0,出太陽,25.42,30.305,25,22.0028,151,159,310,18,2018-01-16T18:00:00Z,2018-01-16T18:02:00Z,Sun
2012-04-08 19:00:00,夏,0,0,出太陽,24.6,30.305,23,26.0027,89,187,276,19,2018-01-16T19:00:00Z,2018-01-16T19:53:00Z,Sun
2012-04-08 20:00:00,夏,0,0,出太陽,22.96,26.515,28,27.9993,65,146,211,20,2018-01-16T20:00:00Z,2018-01-16T20:17:00Z,Sun
2012-04-08 21:00:00,夏,0,0,出太陽,21.32,25,34,15.0013,53,77,130,21,2018-01-16T21:00:00Z,2018-01-16T21:19:00Z,Sun
2012-04-08 22:00:00,夏,0,0,出太陽,20.5,24.24,36,15.0013,33,85,118,22,2018-01-16T22:00:00Z,2018-01-16T22:45:00Z,Sun
2012-04-08 23:00:00,夏,0,0,出太陽,20.5,24.24,39,16.9979,10,41,51,23,2018-01-16T23:00:00Z,2018-01-16T23:05:00Z,Sun
2012-04-09 00:00:00,夏,0,1,出太陽,19.68,23.485,39,19.0012,8,29,37,0,2018-01-17T00:00:00Z,2018-01-17T00:57:00Z,Mon
2012-04-09 01:00:00,夏,0,1,出太陽,18.86,22.725,41,8.9981,4,12,16,1,2018-01-17T01:00:00Z,2018-01-17T01:49:00Z,Mon
2012-04-09 02:00:00,夏,0,1,出太陽,18.86,22.725,31,12.998,2,4,6,2,2018-01-17T02:00:00Z,2018-01-17T02:08:00Z,Mon
2012-04-09 03:00:00,夏,0,1,出太陽,18.04,21.97,30,11.0014,0,3,3,3,2018-01-17T03:00:00Z,2018-01-17T03:07:00Z,Mon
2012-04-09 04:00:00,夏,0,1,出太陽,18.04,21.97,24,12.998,2,3,5,4,2018-01-17T04:00:00Z,2018-01-17T04:24:00Z,Mon
2012-04-09 05:00:00,夏,0,1,出太陽,18.04,21.97,24,12.998,2,30,32,5,2018-01-17T05:00:00Z,2018-01-17T05:07:00Z,Mon
2012-04-09 06:00:00,夏,0,1,出太陽,17.22,21.21,26,15.0013,3,108,111,6,2018-01-17T06:00:00Z,2018-01-17T06:28:00Z,Mon
2012-04-09 07:00:00,夏,0,1,出太陽,17.22,21.21,28,12.998,11,320,331,7,2018-01-17T07:00:00Z,2018-01-17T07:46:00Z,Mon
2012-04-09 08:00:00,夏,0,1,出太陽,18.04,21.97,30,12.998,22,595,617,8,2018-01-17T08:00:00Z,2018-01-17T08:14:00Z,Mon
2012-04-09 09:00:00,夏,0,1,出太陽,18.86,22.725,31,23.9994,50,236,286,9,2018-01-17T09:00:00Z,2018-01-17T09:23:00Z,Mon
2012-04-09 10:00:00,夏,0,1,出太陽,20.5,24.24,27,32.9975,65,113,178,10,2018-01-17T10:00:00Z,2018-01-17T10:05:00Z,Mon
2012-04-09 11:00:00,夏,0,1,出太陽,21.32,25,27,27.9993,96,127,223,11,2018-01-17T11:00:00Z,2018-01-17T11:11:00Z,Mon
2012-04-09 12:00:00,夏,0,1,出太陽,22.14,25.76,28,47.9988,94,186,280,12,2018-01-17T12:00:00Z,2018-01-17T12:57:00Z,Mon
2012-04-09 13:00:00,夏,0,1,出太陽,22.14,25.76,28,39.0007,108,173,281,13,2018-01-17T13:00:00Z,2018-01-17T13:40:00Z,Mon
2012-04-09 14:00:00,夏,0,1,出太陽,22.96,26.515,28,36.9974,66,152,218,14,2018-01-17T14:00:00Z,2018-01-17T14:55:00Z,Mon
2012-04-09 15:00:00,夏,0,1,出太陽,23.78,27.275,28,36.9974,82,173,255,15,2018-01-17T15:00:00Z,2018-01-17T15:35:00Z,Mon
2012-04-09 16:00:00,夏,0,1,出太陽,22.96,26.515,30,27.9993,81,310,391,16,2018-01-16T16:00:00Z,2018-01-16T16:05:00Z,Mon
2012-04-09 17:00:00,夏,0,1,出太陽,22.14,25.76,32,27.9993,67,565,632,17,2018-01-16T17:00:00Z,2018-01-16T17:50:00Z,Mon
2012-04-09 18:00:00,夏,0,1,出太陽,22.14,25.76,34,19.9995,60,586,646,18,2018-01-16T18:00:00Z,2018-01-16T18:02:00Z,Mon
2012-04-09 19:00:00,夏,0,1,出太陽,21.32,25,34,23.9994,35,386,421,19,2018-01-16T19:00:00Z,2018-01-16T19:48:00Z,Mon
2012-04-09 20:00:00,夏,0,1,出太陽,20.5,24.24,36,30.0026,21,255,276,20,2018-01-16T20:00:00Z,2018-01-16T20:23:00Z,Mon
2012-04-09 21:00:00,夏,0,1,雨天,19.68,23.485,41,27.9993,14,151,165,21,2018-01-16T21:00:00Z,2018-01-16T21:08:00Z,Mon
2012-04-09 22:00:00,夏,0,1,陰天,18.86,22.725,41,32.9975,6,102,108,22,2018-01-16T22:00:00Z,2018-01-16T22:39:00Z,Mon
2012-04-09 23:00:00,夏,0,1,出太陽,18.04,21.97,44,19.9995,6,61,67,23,2018-01-16T23:00:00Z,2018-01-16T23:36:00Z,Mon
2012-04-10 00:00:00,夏,0,1,陰天,18.04,21.97,47,19.0012,3,23,26,0,2018-01-17T00:00:00Z,2018-01-17T00:26:00Z,Tues
2012-04-10 01:00:00,夏,0,1,出太陽,17.22,21.21,50,15.0013,0,9,9,1,2018-01-17T01:00:00Z,2018-01-17T01:48:00Z,Tues
2012-04-10 02:00:00,夏,0,1,出太陽,14.76,17.425,71,8.9981,0,2,2,2,2018-01-17T02:00:00Z,2018-01-17T02:51:00Z,Tues
2012-04-10 03:00:00,夏,0,1,出太陽,14.76,17.425,71,8.9981,0,2,2,3,2018-01-17T03:00:00Z,2018-01-17T03:58:00Z,Tues
2012-04-10 04:00:00,夏,0,1,出太陽,13.94,16.665,71,8.9981,0,2,2,4,2018-01-17T04:00:00Z,2018-01-17T04:24:00Z,Tues
2012-04-10 05:00:00,夏,0,1,出太陽,13.94,16.665,71,8.9981,0,24,24,5,2018-01-17T05:00:00Z,2018-01-17T05:21:00Z,Tues
2012-04-10 06:00:00,夏,0,1,出太陽,13.94,17.425,71,7.0015,3,100,103,6,2018-01-17T06:00:00Z,2018-01-17T06:07:00Z,Tues
2012-04-10 07:00:00,夏,0,1,出太陽,13.94,17.425,71,7.0015,16,368,384,7,2018-01-17T07:00:00Z,2018-01-17T07:58:00Z,Tues
2012-04-10 08:00:00,夏,0,1,出太陽,15.58,19.695,62,8.9981,22,670,692,8,2018-01-17T08:00:00Z,2018-01-17T08:55:00Z,Tues
2012-04-10 09:00:00,夏,0,1,出太陽,17.22,21.21,67,12.998,16,303,319,9,2018-01-17T09:00:00Z,2018-01-17T09:55:00Z,Tues
2012-04-10 10:00:00,夏,0,1,出太陽,18.86,22.725,47,11.0014,49,132,181,10,2018-01-17T10:00:00Z,2018-01-17T10:24:00Z,Tues
2012-04-10 11:00:00,夏,0,1,出太陽,20.5,24.24,36,0,78,161,239,11,2018-01-17T11:00:00Z,2018-01-17T11:46:00Z,Tues
2012-04-10 12:00:00,夏,0,1,出太陽,22.14,25.76,22,19.0012,75,184,259,12,2018-01-17T12:00:00Z,2018-01-17T12:23:00Z,Tues
2012-04-10 13:00:00,夏,0,1,出太陽,21.32,25,23,11.0014,81,202,283,13,2018-01-17T13:00:00Z,2018-01-17T13:02:00Z,Tues
2012-04-10 14:00:00,夏,0,1,出太陽,22.14,25.76,24,12.998,75,149,224,14,2018-01-17T14:00:00Z,2018-01-17T14:23:00Z,Tues
2012-04-10 15:00:00,夏,0,1,出太陽,22.96,26.515,21,19.9995,46,157,203,15,2018-01-17T15:00:00Z,2018-01-17T15:57:00Z,Tues
2012-04-10 16:00:00,夏,0,1,出太陽,23.78,27.275,21,16.9979,66,296,362,16,2018-01-16T16:00:00Z,2018-01-16T16:31:00Z,Tues
2012-04-10 17:00:00,夏,0,1,出太陽,22.96,26.515,21,35.0008,88,656,744,17,2018-01-16T17:00:00Z,2018-01-16T17:40:00Z,Tues
2012-04-10 18:00:00,夏,0,1,出太陽,22.14,25.76,22,27.9993,78,626,704,18,2018-01-16T18:00:00Z,2018-01-16T18:01:00Z,Tues
2012-04-10 19:00:00,夏,0,1,出太陽,21.32,25,20,23.9994,51,428,479,19,2018-01-16T19:00:00Z,2018-01-16T19:30:00Z,Tues
2012-04-10 20:00:00,夏,0,1,出太陽,18.86,22.725,28,26.0027,34,248,282,20,2018-01-16T20:00:00Z,2018-01-16T20:44:00Z,Tues
2012-04-10 21:00:00,夏,0,1,出太陽,18.04,21.97,30,30.0026,15,191,206,21,2018-01-16T21:00:00Z,2018-01-16T21:27:00Z,Tues
2012-04-10 22:00:00,夏,0,1,出太陽,16.4,20.455,37,32.9975,9,118,127,22,2018-01-16T22:00:00Z,2018-01-16T22:45:00Z,Tues
2012-04-10 23:00:00,夏,0,1,出太陽,14.76,16.665,40,27.9993,14,48,62,23,2018-01-16T23:00:00Z,2018-01-16T23:33:00Z,Tues
2012-04-11 00:00:00,夏,0,1,出太陽,13.94,15.15,36,27.9993,8,22,30,0,2018-01-17T00:00:00Z,2018-01-17T00:43:00Z,Wed
2012-04-11 01:00:00,夏,0,1,出太陽,13.94,15.91,39,19.0012,3,9,12,1,2018-01-17T01:00:00Z,2018-01-17T01:43:00Z,Wed
2012-04-11 02:00:00,夏,0,1,出太陽,13.12,15.15,45,19.0012,0,2,2,2,2018-01-17T02:00:00Z,2018-01-17T02:20:00Z,Wed
2012-04-11 03:00:00,夏,0,1,出太陽,12.3,14.395,49,15.0013,0,2,2,3,2018-01-17T03:00:00Z,2018-01-17T03:41:00Z,Wed
2012-04-11 05:00:00,夏,0,1,出太陽,11.48,13.635,56,12.998,1,26,27,5,2018-01-17T05:00:00Z,2018-01-17T05:32:00Z,Wed
2012-04-11 06:00:00,夏,0,1,出太陽,11.48,14.395,56,7.0015,3,103,106,6,2018-01-17T06:00:00Z,2018-01-17T06:52:00Z,Wed
2012-04-11 07:00:00,夏,0,1,出太陽,11.48,14.395,52,8.9981,18,303,321,7,2018-01-17T07:00:00Z,2018-01-17T07:04:00Z,Wed
2012-04-11 08:00:00,夏,0,1,出太陽,12.3,14.395,49,15.0013,14,581,595,8,2018-01-17T08:00:00Z,2018-01-17T08:22:00Z,Wed
2012-04-11 09:00:00,夏,0,1,陰天,13.12,15.15,49,19.9995,20,282,302,9,2018-01-17T09:00:00Z,2018-01-17T09:38:00Z,Wed
2012-04-11 10:00:00,夏,0,1,陰天,13.94,15.15,49,22.0028,26,127,153,10,2018-01-17T10:00:00Z,2018-01-17T10:01:00Z,Wed
2012-04-11 11:00:00,夏,0,1,陰天,15.58,19.695,43,22.0028,38,142,180,11,2018-01-17T11:00:00Z,2018-01-17T11:12:00Z,Wed
2012-04-11 12:00:00,夏,0,1,陰天,14.76,16.665,46,26.0027,35,147,182,12,2018-01-17T12:00:00Z,2018-01-17T12:37:00Z,Wed
2012-04-11 13:00:00,夏,0,1,陰天,16.4,20.455,40,23.9994,16,147,163,13,2018-01-17T13:00:00Z,2018-01-17T13:53:00Z,Wed
2012-04-11 14:00:00,夏,0,1,出太陽,14.76,17.425,57,12.998,34,101,135,14,2018-01-17T14:00:00Z,2018-01-17T14:29:00Z,Wed
2012-04-11 15:00:00,夏,0,1,雨天,15.58,19.695,46,15.0013,50,152,202,15,2018-01-17T15:00:00Z,2018-01-17T15:10:00Z,Wed
2012-04-11 16:00:00,夏,0,1,出太陽,18.04,21.97,33,19.9995,51,256,307,16,2018-01-16T16:00:00Z,2018-01-16T16:45:00Z,Wed
2012-04-11 17:00:00,夏,0,1,出太陽,17.22,21.21,35,26.0027,52,527,579,17,2018-01-16T17:00:00Z,2018-01-16T17:01:00Z,Wed
2012-04-11 18:00:00,夏,0,1,雨天,16.4,20.455,43,27.9993,39,546,585,18,2018-01-16T18:00:00Z,2018-01-16T18:37:00Z,Wed
2012-04-11 19:00:00,夏,0,1,出太陽,16.4,20.455,40,23.9994,28,356,384,19,2018-01-16T19:00:00Z,2018-01-16T19:34:00Z,Wed
2012-04-11 20:00:00,夏,0,1,出太陽,14.76,16.665,46,22.0028,22,213,235,20,2018-01-16T20:00:00Z,2018-01-16T20:09:00Z,Wed
2012-04-11 21:00:00,夏,0,1,出太陽,13.94,15.15,57,26.0027,11,154,165,21,2018-01-16T21:00:00Z,2018-01-16T21:03:00Z,Wed
2012-04-11 22:00:00,夏,0,1,出太陽,13.94,15.15,57,22.0028,4,130,134,22,2018-01-16T22:00:00Z,2018-01-16T22:02:00Z,Wed
2012-04-11 23:00:00,夏,0,1,出太陽,13.94,15.15,57,19.9995,9,52,61,23,2018-01-16T23:00:00Z,2018-01-16T23:10:00Z,Wed
2012-04-12 00:00:00,夏,0,1,出太陽,13.12,15.15,66,19.0012,1,22,23,0,2018-01-17T00:00:00Z,2018-01-17T00:14:00Z,Thurs
2012-04-12 01:00:00,夏,0,1,出太陽,13.12,15.15,66,15.0013,2,7,9,1,2018-01-17T01:00:00Z,2018-01-17T01:47:00Z,Thurs
2012-04-12 02:00:00,夏,0,1,出太陽,13.12,15.15,61,19.0012,0,4,4,2,2018-01-17T02:00:00Z,2018-01-17T02:10:00Z,Thurs
2012-04-12 03:00:00,夏,0,1,出太陽,13.12,15.15,61,16.9979,2,3,5,3,2018-01-17T03:00:00Z,2018-01-17T03:57:00Z,Thurs
2012-04-12 04:00:00,夏,0,1,出太陽,12.3,14.395,61,15.0013,0,1,1,4,2018-01-17T04:00:00Z,2018-01-17T04:29:00Z,Thurs
2012-04-12 05:00:00,夏,0,1,出太陽,12.3,14.395,61,15.0013,0,21,21,5,2018-01-17T05:00:00Z,2018-01-17T05:23:00Z,Thurs
2012-04-12 06:00:00,夏,0,1,出太陽,12.3,14.395,65,16.9979,2,94,96,6,2018-01-17T06:00:00Z,2018-01-17T06:30:00Z,Thurs
2012-04-12 07:00:00,夏,0,1,出太陽,12.3,13.635,65,22.0028,12,294,306,7,2018-01-17T07:00:00Z,2018-01-17T07:49:00Z,Thurs
2012-04-12 08:00:00,夏,0,1,出太陽,13.12,15.15,66,22.0028,20,604,624,8,2018-01-17T08:00:00Z,2018-01-17T08:03:00Z,Thurs
2012-04-12 09:00:00,夏,0,1,出太陽,14.76,16.665,57,23.9994,16,271,287,9,2018-01-17T09:00:00Z,2018-01-17T09:05:00Z,Thurs
2012-04-12 10:00:00,夏,0,1,出太陽,16.4,20.455,50,19.9995,38,103,141,10,2018-01-17T10:00:00Z,2018-01-17T10:55:00Z,Thurs
2012-04-12 11:00:00,夏,0,1,出太陽,17.22,21.21,47,19.9995,50,174,224,11,2018-01-17T11:00:00Z,2018-01-17T11:57:00Z,Thurs
2012-04-12 12:00:00,夏,0,1,出太陽,18.86,22.725,41,30.0026,60,199,259,12,2018-01-17T12:00:00Z,2018-01-17T12:23:00Z,Thurs
2012-04-12 13:00:00,夏,0,1,出太陽,19.68,23.485,36,30.0026,55,148,203,13,2018-01-17T13:00:00Z,2018-01-17T13:29:00Z,Thurs
2012-04-12 14:00:00,夏,0,1,出太陽,20.5,24.24,31,22.0028,74,150,224,14,2018-01-17T14:00:00Z,2018-01-17T14:24:00Z,Thurs
2012-04-12 15:00:00,夏,0,1,出太陽,19.68,23.485,31,16.9979,42,169,211,15,2018-01-17T15:00:00Z,2018-01-17T15:13:00Z,Thurs
2012-04-12 16:00:00,夏,0,1,出太陽,19.68,23.485,31,19.0012,54,299,353,16,2018-01-16T16:00:00Z,2018-01-16T16:44:00Z,Thurs
2012-04-12 17:00:00,夏,0,1,出太陽,20.5,24.24,27,26.0027,60,596,656,17,2018-01-16T17:00:00Z,2018-01-16T17:39:00Z,Thurs
2012-04-12 18:00:00,夏,0,1,出太陽,20.5,24.24,27,26.0027,63,547,610,18,2018-01-16T18:00:00Z,2018-01-16T18:31:00Z,Thurs
2012-04-12 19:00:00,夏,0,1,出太陽,18.86,22.725,31,19.9995,50,383,433,19,2018-01-16T19:00:00Z,2018-01-16T19:12:00Z,Thurs
2012-04-12 20:00:00,夏,0,1,出太陽,18.04,21.97,33,16.9979,26,254,280,20,2018-01-16T20:00:00Z,2018-01-16T20:43:00Z,Thurs
2012-04-12 21:00:00,夏,0,1,出太陽,17.22,21.21,35,8.9981,13,174,187,21,2018-01-16T21:00:00Z,2018-01-16T21:31:00Z,Thurs
2012-04-12 22:00:00,夏,0,1,出太陽,17.22,21.21,35,12.998,15,143,158,22,2018-01-16T22:00:00Z,2018-01-16T22:10:00Z,Thurs
2012-04-12 23:00:00,夏,0,1,出太陽,17.22,21.21,35,12.998,8,86,94,23,2018-01-16T23:00:00Z,2018-01-16T23:32:00Z,Thurs
2012-04-13 00:00:00,夏,0,1,出太陽,16.4,20.455,37,16.9979,14,41,55,0,2018-01-17T00:00:00Z,2018-01-17T00:22:00Z,Fri
2012-04-13 01:00:00,夏,0,1,出太陽,14.76,17.425,46,12.998,2,28,30,1,2018-01-17T01:00:00Z,2018-01-17T01:52:00Z,Fri
2012-04-13 02:00:00,夏,0,1,出太陽,13.94,16.665,49,12.998,6,5,11,2,2018-01-17T02:00:00Z,2018-01-17T02:51:00Z,Fri
2012-04-13 03:00:00,夏,0,1,出太陽,13.94,16.665,61,11.0014,3,8,11,3,2018-01-17T03:00:00Z,2018-01-17T03:17:00Z,Fri
2012-04-13 04:00:00,夏,0,1,陰天,13.94,16.665,53,8.9981,1,4,5,4,2018-01-17T04:00:00Z,2018-01-17T04:18:00Z,Fri
2012-04-13 05:00:00,夏,0,1,陰天,13.94,16.665,53,11.0014,2,19,21,5,2018-01-17T05:00:00Z,2018-01-17T05:21:00Z,Fri
2012-04-13 06:00:00,夏,0,1,出太陽,13.12,15.91,57,11.0014,0,84,84,6,2018-01-17T06:00:00Z,2018-01-17T06:27:00Z,Fri
2012-04-13 07:00:00,夏,0,1,出太陽,13.94,15.91,61,15.0013,13,283,296,7,2018-01-17T07:00:00Z,2018-01-17T07:32:00Z,Fri
2012-04-13 08:00:00,夏,0,1,出太陽,15.58,19.695,46,11.0014,24,539,563,8,2018-01-17T08:00:00Z,2018-01-17T08:28:00Z,Fri
2012-04-13 09:00:00,夏,0,1,出太陽,17.22,21.21,41,11.0014,36,294,330,9,2018-01-17T09:00:00Z,2018-01-17T09:48:00Z,Fri
2012-04-13 10:00:00,夏,0,1,出太陽,18.04,21.97,38,12.998,59,133,192,10,2018-01-17T10:00:00Z,2018-01-17T10:11:00Z,Fri
2012-04-13 11:00:00,夏,0,1,出太陽,18.86,22.725,36,8.9981,75,158,233,11,2018-01-17T11:00:00Z,2018-01-17T11:57:00Z,Fri
2012-04-13 12:00:00,夏,0,1,出太陽,20.5,24.24,31,0,104,218,322,12,2018-01-17T12:00:00Z,2018-01-17T12:38:00Z,Fri
2012-04-13 13:00:00,夏,0,1,出太陽,21.32,25,27,19.0012,112,246,358,13,2018-01-17T13:00:00Z,2018-01-17T13:56:00Z,Fri
2012-04-13 14:00:00,夏,0,1,出太陽,21.32,25,27,0,125,223,348,14,2018-01-17T14:00:00Z,2018-01-17T14:31:00Z,Fri
2012-04-13 15:00:00,夏,0,1,出太陽,22.14,25.76,28,16.9979,115,237,352,15,2018-01-17T15:00:00Z,2018-01-17T15:49:00Z,Fri
2012-04-13 16:00:00,夏,0,1,出太陽,22.96,26.515,26,16.9979,113,350,463,16,2018-01-16T16:00:00Z,2018-01-16T16:57:00Z,Fri
2012-04-13 17:00:00,夏,0,1,出太陽,22.96,26.515,24,11.0014,117,621,738,17,2018-01-16T17:00:00Z,2018-01-16T17:02:00Z,Fri
2012-04-13 18:00:00,夏,0,1,出太陽,22.14,25.76,26,8.9981,107,564,671,18,2018-01-16T18:00:00Z,2018-01-16T18:10:00Z,Fri
2012-04-13 19:00:00,夏,0,1,出太陽,22.14,25.76,24,11.0014,75,352,427,19,2018-01-16T19:00:00Z,2018-01-16T19:49:00Z,Fri
2012-04-13 20:00:00,夏,0,1,出太陽,20.5,24.24,29,8.9981,44,242,286,20,2018-01-16T20:00:00Z,2018-01-16T20:37:00Z,Fri
2012-04-13 21:00:00,夏,0,1,出太陽,20.5,24.24,36,0,36,153,189,21,2018-01-16T21:00:00Z,2018-01-16T21:46:00Z,Fri
2012-04-13 22:00:00,夏,0,1,出太陽,18.04,21.97,62,7.0015,34,181,215,22,2018-01-16T22:00:00Z,2018-01-16T22:45:00Z,Fri
2012-04-13 23:00:00,夏,0,1,出太陽,17.22,21.21,62,6.0032,35,163,198,23,2018-01-16T23:00:00Z,2018-01-16T23:14:00Z,Fri
2012-04-14 00:00:00,夏,0,0,出太陽,16.4,20.455,58,8.9981,11,85,96,0,2018-01-17T00:00:00Z,2018-01-17T00:14:00Z,Sat
2012-04-14 01:00:00,夏,0,0,出太陽,16.4,20.455,58,8.9981,10,60,70,1,2018-01-17T01:00:00Z,2018-01-17T01:17:00Z,Sat
2012-04-14 02:00:00,夏,0,0,出太陽,15.58,19.695,66,8.9981,3,53,56,2,2018-01-17T02:00:00Z,2018-01-17T02:05:00Z,Sat
2012-04-14 03:00:00,夏,0,0,出太陽,14.76,18.18,66,6.0032,6,26,32,3,2018-01-17T03:00:00Z,2018-01-17T03:05:00Z,Sat
2012-04-14 04:00:00,夏,0,0,出太陽,14.76,18.18,71,7.0015,5,9,14,4,2018-01-17T04:00:00Z,2018-01-17T04:33:00Z,Sat
2012-04-14 05:00:00,夏,0,0,出太陽,14.76,18.18,66,7.0015,2,5,7,5,2018-01-17T05:00:00Z,2018-01-17T05:29:00Z,Sat
2012-04-14 06:00:00,夏,0,0,出太陽,13.94,16.665,76,11.0014,2,19,21,6,2018-01-17T06:00:00Z,2018-01-17T06:16:00Z,Sat
2012-04-14 07:00:00,夏,0,0,出太陽,14.76,18.18,71,7.0015,8,56,64,7,2018-01-17T07:00:00Z,2018-01-17T07:32:00Z,Sat
2012-04-14 08:00:00,夏,0,0,出太陽,14.76,17.425,71,8.9981,24,136,160,8,2018-01-17T08:00:00Z,2018-01-17T08:30:00Z,Sat
2012-04-14 09:00:00,夏,0,0,出太陽,17.22,21.21,54,8.9981,59,206,265,9,2018-01-17T09:00:00Z,2018-01-17T09:02:00Z,Sat
2012-04-14 10:00:00,夏,0,0,出太陽,18.86,22.725,51,11.0014,139,267,406,10,2018-01-17T10:00:00Z,2018-01-17T10:25:00Z,Sat
2012-04-14 11:00:00,夏,0,0,出太陽,21.32,25,45,12.998,207,357,564,11,2018-01-17T11:00:00Z,2018-01-17T11:03:00Z,Sat
2012-04-14 12:00:00,夏,0,0,出太陽,23.78,27.275,35,16.9979,274,404,678,12,2018-01-17T12:00:00Z,2018-01-17T12:23:00Z,Sat
2012-04-14 13:00:00,夏,0,0,出太陽,25.42,31.06,33,19.9995,308,370,678,13,2018-01-17T13:00:00Z,2018-01-17T13:34:00Z,Sat
2012-04-14 14:00:00,夏,0,0,陰天,26.24,31.06,27,30.0026,288,372,660,14,2018-01-17T14:00:00Z,2018-01-17T14:08:00Z,Sat
2012-04-14 15:00:00,夏,0,0,陰天,26.24,31.06,27,23.9994,311,347,658,15,2018-01-17T15:00:00Z,2018-01-17T15:09:00Z,Sat
